ID_Cliente,Nombre,Apellido,Email,Telefono,Fecha_Registro,Pais,Ciudad,Direccion,Codigo_Postal,Tipo_Cliente,Ultima_Compra_Fecha,Total_Gastado_EUR,Numero_Compras,Fuente_Adquisicion,Activo,Notas_Internas
CL1169,Amalia,Chacón,amalia.chacón@yahoo.com,+34 727068074,2024-01-05,República Democrática Popular Lao,Álava,Paseo de Dora Iglesia 728 Piso 1 ,34117,Basic,2024-08-06,3657.75,42,Evento,False,
CL1170,Aroa,Prada,aroa.prada@gmail.com,+34 986 72 38 39,2023-07-01,Bahrein,Córdoba,Cañada Silvio Pons 44 Piso 7 ,30233,Basic,2024-04-10,2645.94,15,Web,True,
CL1171,Ruperto,Alegria,ruperto.alegria@hotmail.com,+34 826 731 450,2022-10-29,Camerún,Asturias,Via de Edmundo Solé 91,46692,Basic,2023-04-13,1778.97,33,Web,False,
CL1172,Pelayo,Pujadas,pelayo.pujadas@hotmail.com,+34 824025138,2023-06-27,Burkina Faso,Albacete,Paseo Edelmiro Amigó 62 Apt. 03 ,26536,Basic,2025-01-06,592.54,7,Evento,True,
CL1173,Susana,Domingo,susana.domingo@yahoo.com,+34 902 32 42 70,2022-05-22,Vietman,Ávila,Cuesta Apolonia Morante 3,15289,Standard,2023-02-08,1560.33,16,Evento,False,
CL1174,Visitación,Querol,visitación.querol@hotmail.com,+34 820261774,2024-10-12,Perú,Sevilla,Alameda de Lourdes Capdevila 65,22328,Basic,,0,0,Referido,False,
CL1175,Isaías,Escalona,isaías.escalona@hotmail.com,+34 879384107,2023-04-07,República Popular Democrática de Corea,Sevilla,Callejón Jose Luis Pagès 3 Puerta 3 ,25088,Basic,2025-03-09,1663.45,24,Redes Sociales,False,
CL1176,Urbano,Bravo,urbano.bravo@gmail.com,+34988 21 35 51,2023-05-25,Nueva Zelandia,Ceuta,Pasadizo Maxi Calleja 8 Piso 5 ,28639,Standard,2024-05-04,2017.65,26,Redes Sociales,True,
CL1177,Cruz,Zorrilla,cruz.zorrilla@hotmail.com,+34972137251,2023-12-02,Uruguay,Lugo,Urbanización Jacinto Ropero 75,18979,Premium,2024-02-11,3764.17,32,Redes Sociales,False,
CL1178,Inocencio,Belmonte,inocencio.belmonte@yahoo.com,+34966 427 263,2022-08-28,Sudán,Cáceres,Pasadizo de Manu Becerra 59,27080,Premium,2023-08-19,4056.76,2,Referido,True,
CL1179,Marciano,Arcos,marciano.arcos@gmail.com,+34 823 302 576,2023-03-10,Mauritania,Santa Cruz de Tenerife,Cañada Florentino Bernat 264 Puerta 1 ,36349,Standard,2024-10-28,3834.76,41,Evento,False,
CL1180,Maximino,Martin,maximino.martin@hotmail.com,+34925 268 420,2025-03-17,Suecia,Navarra,Acceso de Brunilda Ocaña 77,09285,Standard,2025-03-21,4666.34,34,Redes Sociales,True,
CL1181,Susanita,Heredia,susanita.heredia@hotmail.com,+34 944484905,2023-11-03,Bahrein,Cuenca,Plaza Javi Francisco 50,28369,Premium,2024-12-19,479.83,9,Redes Sociales,False,
CL1182,Simón,Izquierdo,simón.izquierdo@hotmail.com,+34 827 65 91 41,2024-01-21,China,Castellón,Paseo de Iván Sarmiento 58,45121,Premium,2024-05-12,2562.43,12,Anuncio Online,False,
CL1183,Benjamín,Puerta,benjamín.puerta@yahoo.com,+34826 713 069,2022-08-31,Reino Unido de Gran Bretaña e Irlanda del Norte,Almería,Callejón de Jose Ramón Azorin 83 Puerta 8 ,22486,Basic,2025-02-12,1723.25,4,Referido,True,
CL1184,Cristian,Robledo,cristian.robledo@gmail.com,+34880408498,2024-11-28,Bangladesh,Alicante,Acceso de Conrado García 93 Apt. 12 ,18192,Standard,2025-02-26,1841.14,17,Anuncio Online,True,
CL1185,Hortensia,Llorens,hortensia.llorens@hotmail.com,+34 882 76 45 07,2023-12-14,Tayikistán,Álava,C. Leoncio Lamas 461,51676,Basic,,0,0,Redes Sociales,True,
CL1186,Begoña,Mateu,begoña.mateu@yahoo.com,+34849877289,2023-06-02,Santa Lucía,Guadalajara,Urbanización Clímaco Tena 2 Apt. 21 ,30793,Basic,2025-03-15,1640.07,1,Web,True,Ratione adipisci perferendis vitae fuga asperiores.
CL1187,Emiliano,Moraleda,emiliano.moraleda@gmail.com,+34921460848,2024-07-08,Guatemala,Zamora,Callejón Delfina Alemany 72,20169,Basic,2024-12-30,2785.69,24,Referido,False,
CL1188,Zaida,Ferreras,zaida.ferreras@hotmail.com,+34 731 21 35 86,2023-09-19,Ghana,Huesca,Avenida de Jose Carlos Gras 602,42007,Standard,2024-08-27,1906.5,34,Referido,False,
CL1189,Sarita,Planas,sarita.planas@yahoo.com,+34843540179,2024-08-09,Andorra,Cáceres,Acceso de Rosenda Bermejo 592 Apt. 17 ,50375,Premium,2024-12-15,3248.52,48,Referido,False,
CL1190,Ignacia,Sala,ignacia.sala@gmail.com,+34 876391411,2023-10-19,Papua Nueva Guinea,Badajoz,Cuesta Kike Guardia 22 Piso 2 ,20076,Premium,2024-10-10,2654.27,6,Evento,False,
CL1191,Marc,Jaén,marc.jaén@hotmail.com,+34869 51 74 55,2024-11-20,Guinea,La Coruña,Urbanización de Vanesa Azorin 5,18743,Premium,2025-03-05,3337.15,42,Web,False,Quas illum fugiat officia.
CL1192,Adelina,Olivé,adelina.olivé@gmail.com,+34849682744,2023-09-11,Chad,Málaga,Rambla de Zoraida Ramos 2 Piso 8 ,27947,Basic,2024-01-06,1804.8,23,Evento,True,
CL1193,Josefa,Cantón,josefa.cantón@hotmail.com,+34 873676896,2024-11-15,Somalia,Málaga,C. León Lucas 22,33744,Premium,2025-02-16,2812.4,19,Anuncio Online,False,
CL1194,Teresita,Madrigal,teresita.madrigal@hotmail.com,+34871 274 248,2023-01-24,Federación de Rusia,Almería,Camino Ruperta Reguera 85 Apt. 93 ,44400,Basic,2024-02-27,2701.89,38,Web,False,Dolores similique voluptates saepe porro in sequi numquam.
CL1195,Alex,Lillo,alex.lillo@gmail.com,+34 988 26 07 51,2023-10-28,Jordania,Tarragona,Glorieta Rolando Diego 66,03163,Basic,2024-09-26,3021.73,4,Redes Sociales,False,Illum nulla fugiat aspernatur minus soluta molestias.
CL1196,Chelo,Diéguez,chelo.diéguez@yahoo.com,+34975068125,2024-05-30,Antigua y Barbuda,Barcelona,Calle de Filomena Solana 4,36143,Basic,2024-12-05,1065.67,24,Web,False,
CL1197,Adoración,Valls,adoración.valls@gmail.com,+34 873059099,2024-07-07,Granada,Lugo,Avenida de Ignacio Borrás 84,47520,Basic,2024-08-27,573.84,41,Web,True,
CL1198,Domitila,Santamaría,domitila.santamaría@hotmail.com,+34 822 43 12 28,2022-04-21,Emiratos Árabes Unidos,Álava,Plaza Pelayo Codina 53,01109,Premium,,0,0,Evento,False,
CL1199,Omar,Codina,omar.codina@yahoo.com,+34 982 406 764,2023-12-15,Reino Unido de Gran Bretaña e Irlanda del Norte,Pontevedra,Urbanización de Plácido Sierra 64 Puerta 9 ,07979,Basic,2024-09-07,1148.23,4,Web,True,Iste veniam quibusdam tempora assumenda quod.
CL1200,Elisa,Benitez,elisa.benitez@yahoo.com,+34881 16 65 21,2024-07-18,Filipinas,León,Acceso Nazario Martí 9 Apt. 14 ,06442,Standard,2024-09-28,689.79,2,Referido,True,Facere dolores impedit neque asperiores.
CL1201,Che,Reig,che.reig@hotmail.com,+34948046068,2025-01-13,Sudán,Ávila,Avenida de Godofredo Palomino 68 Puerta 9 ,50185,Standard,2025-01-31,1987.81,6,Referido,True,
CL1202,Socorro,Solera,socorro.solera@yahoo.com,+34 985 04 54 97,2023-12-17,República Dominicana,Álava,Rambla Leonor Cabrera 71 Puerta 3 ,04928,Standard,2025-03-30,267.02,42,Web,True,
CL1203,Asunción,Gil,asunción.gil@hotmail.com,+34821 48 19 90,2023-06-24,Kazajstán,Murcia,Callejón de Prudencia Pou 46 Apt. 10 ,26373,Standard,2024-09-13,2675.05,18,Evento,True,
CL1204,Isidro,Jáuregui,isidro.jáuregui@yahoo.com,+34 975035004,2023-07-06,Cuba,Cáceres,Camino de Noé Fuentes 18,35402,Premium,2024-07-03,3784.59,10,Referido,False,
CL1205,Juan Manuel,Casanovas,juan.casanovas@gmail.com,+34 946 54 84 65,2025-02-18,Jamaica,Granada,Alameda Carina Garay 80,45462,Basic,2025-02-19,2908.3,23,Referido,False,
CL1206,Gala,Tejedor,gala.tejedor@gmail.com,+34873 60 62 47,2024-03-04,Italia,Girona,Avenida Hernando Toro 82,27384,Basic,2025-01-28,1205.5,29,Anuncio Online,True,
CL1207,Tere,Guijarro,tere.guijarro@gmail.com,+34901830917,2024-01-28,Nigeria,Barcelona,Acceso de Ciriaco Rocha 67 Piso 9 ,08353,Premium,2024-07-24,1264.97,18,Web,False,
CL1208,Buenaventura,Gilabert,buenaventura.gilabert@yahoo.com,+34 884 63 72 44,2022-09-10,Rwanda,Huelva,Plaza de Bernabé Pareja 1,14926,Premium,2023-02-28,1586.29,9,Anuncio Online,False,
CL1209,Maximiano,Oliva,maximiano.oliva@hotmail.com,+34 734 05 05 80,2024-07-05,Timor-Leste,Huelva,Alameda de Joaquina Ferrera 32 Puerta 8 ,02491,Standard,2024-12-06,3110.78,27,Redes Sociales,False,
CL1210,Luís,Puerta,luís.puerta@gmail.com,+34 938 90 12 30,2022-04-30,Georgia,Melilla,Pasadizo de Iván Ortuño 99,31166,Basic,2023-05-22,1091.16,49,Web,False,
CL1211,Octavia,Adán,octavia.adán@yahoo.com,+34988 89 73 50,2024-07-20,Madagascar,Burgos,Cañada de Chita Samper 75 Apt. 98 ,08425,Standard,2024-08-24,4140.64,44,Redes Sociales,True,
CL1212,Elpidio,Casares,elpidio.casares@gmail.com,+34 988 78 00 26,2023-08-10,Noruega,Tarragona,Plaza Bienvenida Fuente 57,30255,Basic,2023-10-16,1748.98,48,Anuncio Online,True,Harum deleniti rerum natus perspiciatis cupiditate assumenda facere.
CL1213,Cosme,Tomé,cosme.tomé@yahoo.com,+34824 99 54 65,2023-12-01,Serbia,Baleares,Calle Salvador Lucas 3,40715,Standard,,0,0,Anuncio Online,True,
CL1214,Ernesto,Lledó,ernesto.lledó@gmail.com,+34 887139585,2023-10-19,Zambia,Las Palmas,Pasaje Jessica Costa 32 Piso 2 ,04841,Basic,2023-12-01,4265.65,45,Anuncio Online,False,
CL1215,Juan Pablo,Fuertes,juan.fuertes@hotmail.com,+34821 181 056,2022-12-11,Israel,La Coruña,Alameda Cayetana Valderrama 47 Apt. 91 ,52100,Basic,2023-08-22,73.03,39,Referido,False,Dolorem ex itaque.
CL1216,Nico,Mateos,nico.mateos@hotmail.com,+34857 935 408,2024-10-03,Japón,Vizcaya,Acceso de Loida Cruz 10 Puerta 7 ,21582,Premium,2024-10-27,4470.64,9,Evento,True,
CL1217,Vicente,Torrens,vicente.torrens@yahoo.com,+34848812951,2022-12-07,Italia,Lleida,Glorieta de Salvador Morante 71 Apt. 08 ,39458,Basic,2025-03-02,1968.53,15,Evento,True,Explicabo exercitationem dicta iure tempore modi pariatur veniam.
CL1218,Graciana,Ferreras,graciana.ferreras@yahoo.com,+34 871104875,2022-07-02,Túnez,Ciudad,Camino de Marco Bonilla 71 Piso 7 ,07357,Premium,2023-04-28,2992.63,32,Referido,True,
CL1219,Silvia,Navarrete,silvia.navarrete@hotmail.com,+34984 07 33 39,2025-01-31,Estonia,Badajoz,Alameda de Candelario Pagès 13 Apt. 57 ,05689,Basic,2025-02-23,4014.25,33,Web,True,
CL1220,Emma,Urrutia,emma.urrutia@gmail.com,+34823733282,2022-04-25,El Salvador,Las Palmas,Via de Paca Parra 20 Apt. 58 ,04550,Premium,2024-07-27,2845.48,19,Redes Sociales,False,
CL1221,Juan Pablo,Leon,juan.leon@yahoo.com,+34 943769001,2023-05-05,Sierra Leona,Sevilla,Urbanización de Luciano Angulo 4 Puerta 1 ,10984,Basic,2024-03-15,4021.81,11,Redes Sociales,True,
CL1222,Marisa,Rivera,marisa.rivera@gmail.com,+34852369206,2024-08-15,Swazilandia,Valladolid,Callejón Manolo Llobet 89,22989,Standard,2024-09-01,1385.55,45,Web,True,
CL1223,Luciana,Cabo,luciana.cabo@yahoo.com,+34984141967,2024-02-06,Botswana,Sevilla,Pasaje de Ainoa Goñi 29 Apt. 59 ,17505,Standard,2024-06-27,4482.27,5,Evento,False,Vero laborum molestias at distinctio.
CL1224,Gonzalo,Calderón,gonzalo.calderón@hotmail.com,+34 822 872 267,2022-04-15,Haití,Ávila,Pasaje de Blanca Agullo 70 Puerta 4 ,10804,Basic,2024-03-30,3643.2,37,Anuncio Online,True,
CL1225,Emiliana,Madrigal,emiliana.madrigal@yahoo.com,+34720968764,2023-05-25,Burundi,Barcelona,Acceso Mohamed Sanmiguel 2,05241,Standard,,0,0,Anuncio Online,True,
CL1226,Amor,Casal,amor.casal@yahoo.com,+34987419130,2024-06-08,Seychelles,Girona,C. Guillermo Font 2,04782,Premium,2025-01-15,4921.97,15,Redes Sociales,False,
CL1227,Eustaquio,Tamarit,eustaquio.tamarit@hotmail.com,+34821 37 93 36,2024-02-14,Mali,Toledo,Glorieta de Paulina Castellanos 305 Apt. 21 ,37254,Basic,2024-05-13,3441.73,50,Web,False,
CL1228,Jafet,Maldonado,jafet.maldonado@gmail.com,+34 878780429,2024-07-21,Etiopía,Teruel,Calle de Vera Rey 1,38989,Premium,2024-08-22,1810.05,12,Anuncio Online,False,
CL1229,María Dolores,Jódar,maría.jódar@gmail.com,+34 828133735,2024-09-13,República Federal Democrática de Nepal,Burgos,Urbanización de Salomón Riba 766 Puerta 2 ,42516,Standard,2024-12-29,4035.91,23,Redes Sociales,False,
CL1230,Jorge,Aguilar,jorge.aguilar@gmail.com,+34977 88 44 41,2023-12-22,Bahrein,Almería,Alameda Francisca Nogueira 173,14309,Standard,2024-07-26,1534.63,41,Anuncio Online,False,
CL1231,Rubén,Tovar,rubén.tovar@yahoo.com,+34 972 84 82 26,2024-04-18,Brunei Darussalam,Melilla,Acceso Estrella Guerrero 61 Puerta 7 ,44384,Premium,2024-10-25,4322.88,35,Evento,True,
CL1232,Matilde,Daza,matilde.daza@hotmail.com,+34 880 667 724,2024-09-23,Afganistán,Santa Cruz de Tenerife,C. de Amílcar Escrivá 73,27531,Premium,2025-03-10,3085.17,30,Evento,False,
CL1233,Anastasio,Caparrós,anastasio.caparrós@yahoo.com,+34718042420,2024-02-18,Estonia,Valencia,Cañada Adelardo Moles 12 Apt. 00 ,15612,Basic,2024-04-07,1465.26,45,Redes Sociales,False,
CL1234,Graciano,Pi,graciano.pi@yahoo.com,+34946 57 50 75,2024-12-07,Qatar,Guipúzcoa,Via Iris Berrocal 2,21614,Standard,2025-01-12,1581.32,25,Evento,True,
CL1235,Fortunata,Mariño,fortunata.mariño@yahoo.com,+34876510837,2024-06-20,Vanuatu,La Rioja,Vial de Amancio Jerez 5,19501,Basic,2024-12-21,4318.04,29,Redes Sociales,True,
CL1236,Ascensión,Fortuny,ascensión.fortuny@hotmail.com,+34 980 19 37 76,2023-01-06,Etiopía,Palencia,Callejón de Margarita Santamaria 255,49159,Premium,2024-10-06,1470.47,18,Web,True,Excepturi sit commodi facilis inventore accusamus dolores.
CL1237,Domitila,Villalobos,domitila.villalobos@hotmail.com,+34 887 434 359,2022-10-30,Djibouti,Ciudad,Cañada Jose Antonio Olmo 913 Apt. 92 ,45244,Basic,,0,0,Redes Sociales,True,
CL1238,Nicodemo,Patiño,nicodemo.patiño@yahoo.com,+34 944538609,2022-06-01,Mauritania,Lleida,Pasaje Pastora Jimenez 46 Puerta 0 ,24067,Standard,2023-03-21,4045.47,50,Referido,True,
CL1239,Duilio,Naranjo,duilio.naranjo@hotmail.com,+34824479685,2023-04-25,Chad,Asturias,Vial de María Ángeles Benavides 7 Piso 0 ,03028,Basic,2025-01-25,1484.57,35,Anuncio Online,True,
CL1240,Calixta,Saura,calixta.saura@yahoo.com,+34 974725617,2024-03-04,Canadá,Sevilla,Pasadizo de Aura Álvarez 632 Piso 5 ,35646,Premium,2024-05-16,2138.79,42,Referido,False,
CL1241,Anita,Velázquez,anita.velázquez@hotmail.com,+34 883 20 37 59,2023-05-14,Nigeria,Salamanca,Acceso Fortunato Vigil 54 Piso 6 ,32276,Basic,2023-12-19,3153.68,24,Redes Sociales,True,
CL1242,Brunilda,Dueñas,brunilda.dueñas@gmail.com,+34975 259 340,2025-02-05,Namibia,Melilla,Acceso de Vinicio Samper 15 Piso 0 ,50463,Standard,2025-03-31,4534.57,38,Referido,False,
CL1243,Rosalinda,Piquer,rosalinda.piquer@gmail.com,+34 983 238 270,2022-04-24,Finlandia,Las Palmas,Via Anunciación Peñalver 23,32035,Premium,2022-07-27,4628.81,2,Anuncio Online,False,Perferendis minima officiis incidunt veritatis molestias laboriosam.
CL1244,María Teresa,Santana,maría.santana@gmail.com,+34 880 761 914,2022-08-26,República Federal Democrática de Nepal,Alicante,Pasadizo Samuel Baena 7,15598,Standard,2023-07-02,1119.25,11,Evento,False,
CL1245,Maristela,Alfaro,maristela.alfaro@gmail.com,+34 945 85 71 78,2022-05-06,Chipre,Burgos,Glorieta Jeremías Sola 24,46376,Basic,2024-12-20,612.5,4,Redes Sociales,False,
CL1246,Calisto,Anguita,calisto.anguita@hotmail.com,+34980 808 701,2025-03-21,Reino Unido de Gran Bretaña e Irlanda del Norte,Ourense,Avenida de Bautista Reguera 36,31037,Premium,2025-03-29,3895.61,21,Redes Sociales,True,
CL1247,Nilda,Ruiz,nilda.ruiz@yahoo.com,+34825188700,2022-04-25,Benin,Salamanca,Avenida Candelario Madrigal 92,18476,Basic,2024-10-16,351.93,3,Anuncio Online,False,
CL1248,Fátima,Roig,fátima.roig@hotmail.com,+34 944 44 95 76,2024-09-03,Costa Rica,Lleida,Glorieta Curro Suarez 42 Piso 4 ,03226,Premium,2024-09-11,1620.83,19,Anuncio Online,False,
CL1249,Micaela,Benavides,micaela.benavides@hotmail.com,+34878 86 10 14,2024-10-10,Federación de Rusia,Jaén,Vial de Carmelita Valera 89 Puerta 2 ,16526,Basic,2024-10-27,1033.84,7,Anuncio Online,True,
CL1250,Tomás,Solé,tomás.solé@gmail.com,+34 863 257 541,2023-02-23,Mauritania,Castellón,Vial Apolonia Montes 31 Piso 3 ,08322,Standard,2023-05-30,3212.86,20,Redes Sociales,False,
CL1251,Vinicio,Marin,vinicio.marin@yahoo.com,+34 921 01 25 37,2023-06-05,Panamá,Melilla,Pasaje de Lara Guitart 2,38554,Premium,2024-07-19,4675.8,34,Evento,False,
CL1252,Josefa,Rubio,josefa.rubio@yahoo.com,+34902 60 68 46,2023-08-15,Bosnia y Herzegovina,Ourense,Urbanización de Mohamed Garriga 963,44093,Premium,2024-03-09,91.27,8,Web,False,
CL1253,Camilo,Pombo,camilo.pombo@hotmail.com,+34 979575987,2023-02-19,Islas Marshall,Ceuta,Via Jafet Morales 56 Piso 4 ,23919,Premium,2025-02-15,4062.87,37,Web,False,
CL1254,Vanesa,Barceló,vanesa.barceló@hotmail.com,+34943 88 54 74,2024-08-17,Malawi,Ceuta,Avenida de Aitor Barceló 494,49546,Standard,2025-03-19,1362.05,18,Referido,True,
CL1255,Marcos,Baños,marcos.baños@yahoo.com,+34 841 168 713,2022-10-26,El Salvador,Madrid,Urbanización de Marcelino Lladó 712,37066,Premium,2024-06-17,943.78,32,Referido,True,
CL1256,Ricardo,Hernando,ricardo.hernando@gmail.com,+34848 76 29 44,2022-06-10,Mali,Salamanca,Avenida Flavia Lago 96 Puerta 4 ,06638,Basic,2024-08-05,480.08,50,Evento,True,
CL1257,Amado,Morell,amado.morell@yahoo.com,+34 872 41 39 87,2024-12-26,Burkina Faso,Cantabria,Avenida de Rosalina Bayo 358 Puerta 5 ,05869,Basic,2025-02-26,39.55,27,Redes Sociales,False,
CL1258,Jose Miguel,Recio,jose.recio@hotmail.com,+34 821256819,2024-12-29,Uzbekistán,Cantabria,Ronda de Olivia Lumbreras 932,20854,Basic,2025-01-12,453.55,40,Redes Sociales,False,
CL1259,Fernanda,Pol,fernanda.pol@yahoo.com,+34 879980824,2024-09-11,Georgia,Ciudad,Camino de Ezequiel Adán 94 Puerta 3 ,36329,Standard,2025-01-28,3076.31,40,Evento,False,
CL1260,Maximino,Fabra,maximino.fabra@hotmail.com,+34877 89 50 64,2023-10-09,Lesotho,Lleida,Pasaje de Miriam Paredes 12,19780,Standard,2024-11-13,4698.89,4,Web,True,
CL1261,Aristides,Lobo,aristides.lobo@gmail.com,+34984 256 288,2023-05-25,Serbia,Valladolid,Pasadizo Custodia Lorenzo 6,27955,Standard,2024-04-20,3757.87,45,Referido,False,
CL1262,Teodora,Antúnez,teodora.antúnez@gmail.com,+34876 05 32 09,2024-07-02,Sudáfrica,Segovia,Cuesta Alejandro Cánovas 5,08292,Basic,2024-07-04,1386.95,18,Evento,False,
CL1263,Chus,Salvà,chus.salvà@gmail.com,+34883 87 70 48,2023-10-29,Seychelles,Cuenca,Camino Fortunato Palau 53 Puerta 1 ,27144,Standard,2024-11-21,3006.42,23,Anuncio Online,True,
CL1264,Gilberto,Estrada,gilberto.estrada@gmail.com,+34928 75 71 23,2024-09-07,Francia,Córdoba,Vial de Leandra Pellicer 41 Piso 2 ,29958,Basic,2024-10-06,726.11,30,Anuncio Online,True,
CL1265,Isaac,Jimenez,isaac.jimenez@gmail.com,+34812890723,2023-03-09,Burundi,Murcia,Acceso de Tamara Cardona 18 Puerta 2 ,14971,Premium,2023-11-02,1548.46,19,Referido,True,Saepe accusamus hic aut voluptatum cumque eius.
CL1266,María Manuela,Rey,maría.rey@gmail.com,+34883 585 798,2024-02-15,Andorra,Pontevedra,Cañada Florencio Priego 503 Piso 6 ,35075,Premium,2024-09-30,3900.89,32,Web,True,
CL1267,Rosario,Solano,rosario.solano@hotmail.com,+34 943342489,2025-01-24,Suiza,Pontevedra,Vial de Elodia Téllez 76 Puerta 2 ,07178,Basic,2025-02-23,4593.2,49,Evento,True,Error consequuntur necessitatibus vero perspiciatis eveniet officiis consequatur.
CL1268,Vicenta,Céspedes,vicenta.céspedes@gmail.com,+34841136201,2022-05-31,Bélgica,Huesca,Urbanización de Guiomar Vega 9 Puerta 3 ,06350,Standard,2023-03-24,513.87,39,Redes Sociales,True,
CL1269,Ainoa,Corominas,ainoa.corominas@yahoo.com,+34987 25 81 02,2023-08-22,Congo,Valladolid,Rambla Mariana Vélez 90 Apt. 71 ,44986,Standard,2024-11-20,341.5,8,Anuncio Online,False,
CL1270,Lidia,Berrocal,lidia.berrocal@yahoo.com,+34 883221779,2022-09-22,Guinea,Málaga,Pasadizo de Herberto Echevarría 76 Puerta 4 ,28468,Basic,2024-05-26,1826.32,13,Redes Sociales,False,
CL1271,Morena,Juliá,morena.juliá@yahoo.com,+34974 37 77 93,2023-12-05,Santo Tomé y Príncipe,Toledo,Plaza de Narcisa Moll 17 Apt. 04 ,31656,Basic,2024-02-09,3415.38,44,Evento,True,
CL1272,Evaristo,Arjona,evaristo.arjona@gmail.com,+34 880855187,2023-09-05,Bélgica,Málaga,Acceso de María Belén Valencia 99 Piso 7 ,37045,Premium,2024-08-18,509.89,2,Web,False,
CL1273,Úrsula,Bonet,úrsula.bonet@hotmail.com,+34882 72 91 09,2023-11-08,Uzbekistán,Cáceres,Rambla de Reynaldo Carvajal 48,22218,Basic,2024-02-18,4426.85,2,Anuncio Online,True,Fugit itaque aut necessitatibus incidunt eos.
CL1274,Candelario,Pozo,candelario.pozo@yahoo.com,+34941386773,2022-08-17,Jamaica,Teruel,Acceso Dulce Arregui 975 Puerta 7 ,19278,Standard,2022-12-16,40.53,8,Web,True,
CL1275,Carlos,Torre,carlos.torre@yahoo.com,+34 983 17 97 60,2023-02-21,Jordania,Ciudad,Callejón Chus Blanco 72 Puerta 1 ,25414,Basic,2025-03-31,2432.4,22,Referido,False,
CL1276,Amador,Olmedo,amador.olmedo@hotmail.com,+34985 45 86 87,2024-06-23,Sudáfrica,Albacete,Cañada de Blanca Sanjuan 2 Piso 2 ,28811,Premium,2024-08-21,1787.98,43,Evento,False,
CL1277,Isidora,Mayo,isidora.mayo@yahoo.com,+34920 95 33 27,2023-03-25,Ucrania,Madrid,Glorieta de Fanny Guzmán 89 Apt. 34 ,50236,Standard,2023-10-11,112.36,23,Anuncio Online,True,
CL1278,Albert,Sanchez,albert.sanchez@yahoo.com,+34 920 124 533,2022-05-07,Omán,León,C. Godofredo Barrios 176,23151,Standard,2024-09-03,1022.83,42,Redes Sociales,True,
CL1279,Haydée,Beltrán,haydée.beltrán@hotmail.com,+34854224932,2022-11-02,Haití,Valencia,Via de Mariana Coello 97 Apt. 97 ,40526,Standard,2023-11-19,4474.32,45,Evento,False,
CL1280,Modesto,Villalobos,modesto.villalobos@gmail.com,+34 921 36 49 68,2024-07-26,India,Lugo,C. de Blas Benavente 40 Puerta 0 ,02820,Basic,2024-11-17,2228.99,0,Redes Sociales,False,
CL1281,Adolfo,Salgado,adolfo.salgado@gmail.com,+34800 185 176,2025-02-01,San Marino,Burgos,Camino de Úrsula Acuña 479 Piso 2 ,02014,Premium,2025-03-14,2889.29,17,Evento,False,
CL1282,Juan Francisco,Carvajal,juan.carvajal@gmail.com,+34920835317,2023-12-27,Iraq,Baleares,Camino de Cintia Adán 72,28431,Standard,2025-03-17,4952.81,31,Web,True,
CL1283,María José,Mayoral,maría.mayoral@gmail.com,+34 975 686 317,2024-05-28,Albania,Pontevedra,Acceso de Amarilis Giménez 3 Apt. 65 ,31736,Standard,2025-03-21,3056.44,3,Web,False,
CL1284,José Luis,García,josé.garcía@gmail.com,+34 717 72 41 60,2022-08-12,Rumania,Barcelona,Ronda Asdrubal Beltrán 91,15586,Basic,2023-10-13,3286.29,16,Referido,False,
CL1285,Cesar,Roselló,cesar.roselló@yahoo.com,+34 920 356 367,2023-01-18,Comoras,Albacete,Avenida de Jovita Sanz 743 Puerta 3 ,49024,Standard,2023-12-25,663.62,26,Web,False,
CL1286,Isidora,Alcalá,isidora.alcalá@gmail.com,+34984 43 22 37,2024-04-21,Bangladesh,Salamanca,Calle de Maricela Leon 35 Piso 3 ,06643,Standard,2024-06-24,2472.4,15,Web,False,
CL1287,Ciro,Casas,ciro.casas@yahoo.com,+34888 213 404,2024-09-22,Kuwait,Alicante,Urbanización Lidia Salom 41,21304,Premium,,0,0,Web,False,
CL1288,Ligia,Cabello,ligia.cabello@yahoo.com,+34 927 42 90 49,2022-06-18,Palau,Zamora,Glorieta de Aurora Domínguez 875 Apt. 66 ,06977,Premium,2022-06-28,1783.43,45,Referido,False,
CL1289,Emperatriz,Lluch,emperatriz.lluch@yahoo.com,+34842546620,2023-07-17,Alemania,Badajoz,Acceso Amor Morera 10,17990,Basic,2024-04-14,624.58,31,Web,True,Ab ut minima culpa.
CL1290,Ariel,Quero,ariel.quero@yahoo.com,+34 803447826,2023-11-03,India,Burgos,Paseo de Nazaret Cañellas 79,03315,Standard,2024-05-06,2761.53,10,Web,False,
CL1291,Antonio,Araujo,antonio.araujo@gmail.com,+34 887 75 19 13,2022-08-09,Andorra,Badajoz,Acceso de Georgina Sotelo 853,51256,Premium,2025-01-31,962.88,5,Anuncio Online,False,
CL1292,Nacio,Clemente,nacio.clemente@hotmail.com,+34 726 868 089,2023-03-12,Islas Marshall,Málaga,Camino de Georgina Casals 97 Apt. 64 ,26023,Standard,2024-07-29,2088.52,9,Anuncio Online,False,
CL1293,Dulce,Camacho,dulce.camacho@gmail.com,+34 848 570 901,2022-04-21,Túnez,Lleida,Pasaje Soledad Bravo 9,11120,Standard,2023-10-18,854.51,28,Referido,True,
